Occupancy,Global_hidden_layers,Global_activation,Global_alpha,Global_learning_rate,Global_CV_MAE,Test_MAE,Test_STD,Epochs,Final_Loss
0.2,"(10, 5)",relu,1e-05,0.001,11.327786881918687,2.5195591666647927,6.684308691791016,168,22.6894789473948
0.5,"(10, 5)",relu,1e-05,0.001,11.327786881918687,11.738968367061858,18.337211517988308,77,169.83749850947117
0.7,"(10, 5)",relu,1e-05,0.001,11.327786881918687,14.131683006299623,20.913832303834162,359,218.3116517358438
0.9,"(10, 5)",relu,1e-05,0.001,11.327786881918687,20.227665644813285,27.88675272765073,101,387.6769350962284
