,0-50,50-100,100-150,150-200,200-300,>300
0.2,5.430785088812147,6.509338929650996,7.732795109987014,25.214860945865276,22.90206219329501,18.67946255391235
0.5,10.499467183327278,13.97188955911415,15.695001996663269,20.104551802173887,19.845634487027187,25.569759634880192
0.7,13.024194976413897,16.095730086951345,20.743045248083106,22.75979050536299,24.698370173220177,29.923430101355777
0.9,13.597779933270454,21.057209721458573,25.49004458633737,27.018208538414438,28.208761547586953,31.182303827870044
