223.1119989,202.2887009,149.8519311,120.5605377,91.9780918,137.5771002,160.0689914
150.1006775,121.2527740,85.0223972,65.2260717,63.7259366,87.8876429,133.4660205
144.1501250,118.4493678,117.0299287,175.6621185,182.8842321,147.6388968,158.9185341
134.9124800,125.7441210,126.5010863,145.8656712,218.9682350,202.0898273,199.3596547
190.4189431,125.6048923,108.0163919,108.4698662,87.1053440,94.3028762,98.5153487
94.6204608,119.8804012,196.5071776,199.7444774,140.7496978,161.6409392,142.9383945
103.7074144,93.5123547,104.3106676,167.8997015,179.0713880,157.6777732,116.2512754
75.1356023,88.4947242,158.5899857,176.0818270,151.9752936,210.8815667,158.0135990
92.3811373,145.9341767,209.4038118,211.5666896,157.6492641,181.2967695,210.1356277
140.8777176,78.9736953,77.9766568,180.7767236,237.5864754,205.9645737,179.4674099
178.3647813,162.0040269,133.1772369,110.6038003,106.5001830,134.2621608,143.0260607
92.2074335,62.1964532,52.1321237,57.5363661,131.0900772,250.9694115,238.4817590
146.2020896,94.3901986,124.5797965,157.1646326,207.1622385,217.5870669,146.2121019
97.0675106,94.2942437,89.1383727,78.2385071,135.8696900,215.2114992,175.6253538
136.3397087,146.0349664,111.8337603,92.6862981,112.3238369,99.9834544,89.0560551
94.5105595,85.0652768,73.0352291,59.3180047,61.3780478,76.9859799,181.3554971
363.1315417,320.1803235,161.4542398,113.8688891,130.2421576,122.3131182,94.1229448
117.3458152,103.8792192,100.6556980,153.5895863,183.5714068,202.5826047,130.6996281
114.8260205,122.0370769,133.9309230,163.6434067,141.8352368,98.6246049,71.5795076
87.3812799,100.0841187,93.4132593,88.0266565,116.5111739,120.7368581,99.2333129
96.6033101,115.2517491,158.1288794,175.2533010,172.3133348,168.0489607,192.6838598
134.4176901,79.1018565,79.3925016,150.4962748,186.1375574,134.7593620,102.1777334
121.1201846,111.3349721,82.8733897,85.1689082,79.0987616,103.4844147,179.9093495
173.6812536,120.4221300,111.1415560,166.8494745,160.9983800,123.4046226,130.5182795
114.1890653,136.7330664,149.7196708,126.8549241,128.2465938,93.6434426,71.9264734
63.8629537,66.6047173,96.6668425,129.3637413,188.3650648,296.8914997,283.0828438
150.7330405,101.9850537,105.4225664,79.5594668,82.5973332,94.2571867,84.2509799
99.1349470,103.1717843,79.7505939,63.4708192,74.6238588,85.3198647,90.0112349
77.3978926,59.0236715,59.4168795,65.6805003,108.1534012,161.3561684,109.3936348
84.1469615,104.7855437,93.3699117,109.0742355,224.5899828,194.6722834,110.8885726
89.3516716,73.3933680,67.7717174,67.7845386,68.6196311,73.3317374,138.9857724
149.5706010,84.5177609,60.7808555,57.3320796,67.4143420,77.3437840,69.6258452
71.4567377,99.5543201,117.4695007,135.2955688,271.7876738,267.4927986,138.9287474
127.4998580,143.1216145,104.2139826,83.4161835,100.4568219,112.8491095,98.8705269
85.5360193,102.2666065,138.2667872,201.9977573,198.0267159,116.0015057,84.8127938
105.2021467,206.7030612,226.6853065,205.7188492,155.5738100,120.0994673,113.0791449
109.6141009,87.2294977,76.1932893,97.2956876,118.3547896,98.9949911,96.9030564
107.1440633,94.8107223,78.1629170,62.4943540,61.1914386,63.0609817,57.6054299
67.5471190,69.7252956,123.6572648,237.3115953,273.7826891,166.2274495,106.4766356
99.3249726,186.0635439,292.5146533,227.5019549,133.5673746,98.1446625,85.6208493
135.2908701,198.3839486,175.8576502,124.1988986,118.0120339,96.8042443,81.0209465
96.5751039,120.1520061,135.9418581,133.8950687,98.5574237,99.2302128,108.7620221
108.4078047,166.8770884,196.9712515,150.9685571,104.0464465,94.0327050,144.0473223
173.0876174,189.4795575,206.0790000,126.9881433,91.1538248,137.0333368,146.6090323
98.2112872,63.1619509,52.5998809,57.9342257,63.5251725,90.8695368,136.9563963
187.7896051,166.3380934,153.8802147,144.5883061,91.7496119,62.9737689,56.9462750
53.9145910,53.9213355,67.0682664,88.3993237,81.7214800,85.0633914,154.4159017
163.0065301,138.1206128,115.0767238,81.1455465,77.3295666,71.5222661,70.7236858
67.4418177,73.0776612,77.3081397,85.0534006,97.5147934,138.7838319,129.9153998
103.6629912,71.9652510,57.1922794,65.4121297,86.9451182,81.7554152,85.0878382
90.6921168,86.0935261,76.2603833,66.9211866,71.8741396,112.7597560,157.8423030
144.6348153,94.6672620,79.3766682,121.7404368,157.7313415,140.2785472,98.2112835
97.7743410,133.3547689,184.7991092,197.0795420,191.9385873,204.4973800,148.5136249
149.5776972,147.0049397,103.1565793,101.9188008,126.7014753,195.0856198,166.2391138
