,0-50,50-100,100-150,150-200,200-300,>300
0.2,6.85149281289057,7.564172325780597,7.887696007031131,8.029695075333908,11.346801795994354,11.78418343218526
0.5,9.387009746110802,13.387207037745295,13.835422399666797,14.442115310333003,15.113076196025094,17.573755907385625
0.7,11.768857536822118,17.099661291823068,18.77028079226086,20.261497432895492,20.4446563320908,21.1999429094478
0.9,14.171589209737554,17.793314541912974,20.694210391086195,22.325674226385342,23.484779009369166,25.858362986445037
