Occupancy,OF2_MAE,OF2_STD,COF_MAE,COF_STD,MLP_MAE,MLP_STD
0.2,44.438188092300074,64.59131651696143,15.881482253446336,17.3542951646036,1.990945574652423,7.036126140851682
0.5,81.43891885316536,94.75509887282489,22.470131357945473,27.406547489775495,7.379573698720863,14.620072276860732
0.7,98.60907720006833,103.74697834153224,25.219429426221332,32.894794863919046,12.52281408767015,20.706911441906943
0.9,114.80820878741851,111.26970777086451,27.52375195334101,36.91955850447943,19.049541323934676,26.91123994105692
