,0-50,50-100,100-150,150-200,200-300,>300
0.2,7.200540091908308,7.776460327906516,8.767242031673335,8.527282623567308,10.651973136492472,10.702340599218749
0.5,9.82410791074388,14.251024659873785,14.925378794875414,15.566974129081066,15.312006831630303,18.120000733892603
0.7,11.661019185825173,17.34061151020472,19.366714656454562,20.296842866762702,20.760949921020078,21.934504976034262
0.9,13.276534485597162,18.21502779381147,21.657050450396078,23.74039549632255,25.67241847400252,28.62110316673485
